user,text,time,latitude,longitude,label
QuakeFactor,"RT CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin is 22,634 acres and 85% contained. 
*Change in acreage due to more accurate mapping. 
CALFIRE_PIO ModocNF ModocSheriff pic.twitter.com/WNOeqWCEXW #QuakeFactor",2020-08-02 7:46:15,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 85% contained. Unified Command: CALFIRELMU and 
ModocNF pic.twitter.com/xhjNtukn6V #QuakeFactor",2020-08-02 7:46:15,,,
KING GOD & LORD JESUS CHRIST IN SPIRIT AND TRUTH,"Your sins are Forgiven; not 7, but, 77 times #ItWasWritten MATTHEW 18:21-22 LIVE #JesusWalks #JesusTalksLive #LIVINGWORD PLAY LOUD : Zee - ""GOD BROUGHT ME OUT #THEHOLYSPIRIT #GoldFire MARK 8:38 LIVE #MarkInOurHearts #SALVATION #OneAndOnly #StraightAndNarrow #HeadsUpFACupFinal #7Gpic.twitter.com/fwCKEvKmCT",2020-08-02 2:34:34,,,
MarinBuzz,"#RT @CAL_FIRE: RT @CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin remains at 22,634 acres and 85% contained. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/JbMUVlmn0f",2020-08-02 1:49:17,,,
CAL FIRE PIO,"#RT @CAL_FIRE: RT @CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin remains at 22,634 acres and 85% contained. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/hfKGWfZiww",2020-08-02 1:48:08,,,
Jonathan Cox,"#RT @CAL_FIRE: RT @CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin remains at 22,634 acres and 85% contained. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/eBcqDClPEO",2020-08-02 1:37:24,,,
🤔💡 Kathologist (6 feet to defeat)💨⚗🧜🏽,#CAFires2020 Lassen Co #GoldFire Update https://twitter.com/CALFIRELMU/status/1289729114912432128 …,2020-08-02 1:33:38,,,
CALFIRE Lassen-Modoc,"#GoldFire off of Highway 139 and County Rd. A-2, south of Adin remains at 22,634 acres and 85% contained. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/pQJDV8ToNv",2020-08-02 1:05:57,,,
Jeff Armstrong,A K-MAX at the #GoldFire pic.twitter.com/0W9UfWCg4j,2020-08-01 17:03:46,,,
MarinBuzz,"#RT @CAL_FIRE: RT @CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin is 22,634 acres and 85% contained. 
*Change in acreage due to more accurate mapping. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/D5eUmGXGtk",2020-08-01 14:49:14,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 85% contained. Unified Command: @CALFIRELMU and 
@ModocNFpic.twitter.com/B2MO0xBMTa",2020-08-01 14:49:13,,,
CAL FIRE PIO,"#RT @CAL_FIRE: RT @CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin is 22,634 acres and 85% contained. 
*Change in acreage due to more accurate mapping. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/PpVIfvYANM",2020-08-01 14:48:09,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 85% contained. Unified Command: @CALFIRELMU and 
@ModocNFpic.twitter.com/8jDBMlIX8s",2020-08-01 14:48:09,,,
Jonathan Cox,"#RT @CAL_FIRE: RT @CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin is 22,634 acres and 85% contained. 
*Change in acreage due to more accurate mapping. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/4DHGp9UpZ1",2020-08-01 14:37:22,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 85% contained. Unified Command: @CALFIRELMU and 
@ModocNFpic.twitter.com/p2QzW4lhJi",2020-08-01 14:37:22,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 85% contained. Unified Command: @CALFIRELMU and 
@ModocNFpic.twitter.com/lSCVhCnyhm",2020-08-01 14:02:17,,,
CALFIRE Lassen-Modoc,"#GoldFire off of Highway 139 and County Rd. A-2, south of Adin is 22,634 acres and 85% contained. 
*Change in acreage due to more accurate mapping. 
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/aDVFwNsy64",2020-08-01 13:54:13,,,
Goldfire Nigeria Limited,"Wishing that this new month brings you lots of reasons to celebrate life!

Happy New Month from us all.

#Goldfire #HappyNewMonth #August2020pic.twitter.com/9IqWqJ5h1X",2020-08-01 8:00:21,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 21,870 acres and 85% contained. Unified Command: CALFIRELMU and ModocNF pic.twitter.com/QLGveiy50U #QuakeFactor",2020-08-01 7:46:29,,,
QuakeFactor,"RT CALFIRELMU: #GoldFire off of Highway 139 and County Rd. A-2, south of Adin is 21,870 acres and 85% contained.
CALFIRE_PIO ModocNF ModocSheriff pic.twitter.com/I6xIZSdfFf #QuakeFactor",2020-08-01 7:46:28,,,
QuakeFactor,"RT CALFIRELMU: #GoldFire Evacuation Updates as of 7/31/20 at 4:00pm. All evacuations have been lifted and all roads are open.
The public is reminded to stay vigilant. Be aware of emergency vehicles and hazards in and around the fire area.
CALFIRE_PIO ModocNF ModocSheriff …",2020-08-01 7:46:27,,,
QuakeFactor,"RT CALFIRELMU: #GoldFire Evacuation Updates as of 7/31/20 at 10:00am.
CALFIRE_PIO ModocNF ModocSheriff pic.twitter.com/zdLA1L46yU #QuakeFactor",2020-08-01 7:46:27,,,
QuakeFactor,#GoldFire Incident Update 7/31/20 AM CALFIRELMU & MendocinoNF pic.twitter.com/4EW3RHXgp1 #QuakeFactor,2020-08-01 7:46:24,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 21,870 acres and 80% contained. Unified Command: CALFIRELMU and  ModocNF pic.twitter.com/2BrFhZQ6Ub #QuakeFactor",2020-08-01 7:46:24,,,
BME Fire,"#Model34Monday Feature: @mcrfd Engine 5531, built by BME in 2017. This engine was recently on the #GoldFire and  the #PondFire. 

📷 mcrdf_firefighters_local2606 (via Instagram)pic.twitter.com/58iIjkgVXT",2020-08-03 20:39:44,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNFpic.twitter.com/Ngw1XOZaEH",2020-08-03 14:49:20,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/rAQ4lcFNHZ",2020-08-03 14:48:21,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/EnK8Zwy8cb",2020-08-03 14:37:32,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/78O8wE6tg8",2020-08-03 14:15:55,,,
CALFIRE Lassen-Modoc,"#GoldFire off of Highway 139 and County Rd. A-2, south of Adin is 22,634 acres and 95% contained.
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/4VZqAGLWYx",2020-08-03 13:33:28,,,
Sara Zendehnam,"All hands on deck! When a strike team from Santa Clara County Fire was requested at the #AppleFire in Riverside County, they went down right away. The team of 22 firefighters just got back from the #GoldFire in Lassen County and are now in SoCal. @KTVU #thankyoufirefighterspic.twitter.com/366i4hbdIK",2020-08-03 13:32:00,,,
ForexSignalExpert20,"Join telegram http://t.me/fxsignalexperty 
#xauusd #GOLD #goldfire #DAX #Currencies #coronavirus #forex #forexsignals #ForexTraffic #FXPO #fx #FX初心者 #FXonHulu #FXTecpro1 #fxgt #fxtrading #investor #investing #investments #invest #trading #TradingView #TradingTip #USDC #forextraderpic.twitter.com/n4OYWRO0fs",2020-08-03 10:51:07,,,
Goldfire Nigeria Limited,"“When we make mistakes, it helps us to grow. You have to be bad in other for you to be good.”

#goldfire #communication #monday #mondaymotivation #graphicsdesign #graphicsdisplay #signagespic.twitter.com/E7SaU7Bhkf",2020-08-03 9:51:17,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 90% contained. Unified Command:  CALFIRELMU and ModocNF pic.twitter.com/OpPdZTI3Ts #QuakeFactor",2020-08-03 7:46:25,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 90% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/MQbzNu07Ku",2020-08-03 2:49:24,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 90% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/gkXTL9EF5G",2020-08-03 2:48:14,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 90% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/5hW4dyn20r",2020-08-03 2:37:22,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 90% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/6Kcbtam8ay",2020-08-03 1:51:33,,,
CALFIRE Lassen-Modoc,"#GoldFire off of Highway 139 and County Rd. A-2, south of Adin remains at 22,634 acres and 90% contained.
@CALFIRE_PIO @ModocNF @ModocSheriffpic.twitter.com/qc1MQtyLHw",2020-08-03 1:14:15,,,
Parker111,#funa #goldfire #MyTacha,2020-08-09 15:08:52,,,
Parker111,@elonmusk @joshualff @golda_coin #goldfire #GolfMybromance2 #firstcountdown,2020-08-09 15:07:12,,,
PT RIFAN GROUP,"Kondisi pasar emas dunia sudah mendekati harga 2100 per ounce, tepatnya 2030 pada penutupan Jumat kemarin. Akankah pasar emas mencapai 2100 pekan ini ?
#emas #MenujuJurangResesi #gold #GOLDENWAVE #goldfire #antam #ubs #IndonesiaRayapic.twitter.com/pN6RbeOsVz",2020-08-09 14:52:13,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ …pic.twitter.com/CtRoQEF1rz",2020-08-09 14:49:23,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/xKT7gw7lJ3",2020-08-09 14:48:12,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
CALFIRELMU and ModocNF

 https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/GEo04uXgsJ #QuakeFactor",2020-08-09 14:46:11,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/FdRo4aqWDg",2020-08-09 14:37:11,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/c9OOJ3nnGD",2020-08-09 14:18:51,,,
Roel García,Perdón por no ser ella. @celinedion #CelineDion #goldfire pic.twitter.com/Yw7mkLJccS,2020-08-09 13:54:12,,,
She,#GoldFire pic.twitter.com/Ev89zhQNr6,2020-08-09 4:49:30,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ …pic.twitter.com/bsOo30UrgP",2020-08-09 2:49:22,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/b5PROu4SFA",2020-08-09 2:48:28,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: CALFIRELMU and ModocNF

 https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/HyQzX32YJT #QuakeFactor",2020-08-09 2:46:03,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/uz5xid07zy",2020-08-09 2:37:06,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/oLDSHNDcyI",2020-08-09 1:58:51,,,
City of Vallejo,"Fire Department Provides Mutual Aid to @CAL_FIRE
http://ow.ly/leQs50ARPkt 
#vallejo #cityofvallejo #vallejofire #vfd #goldfire #modocpic.twitter.com/BOHomq4Ff1",2020-08-05 20:19:50,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ …pic.twitter.com/ztObGPQipo",2020-08-05 14:49:26,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/yul56olTIw",2020-08-05 14:48:31,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/jFHrNnynIm",2020-08-05 14:37:08,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/DJWDKpLsfk",2020-08-05 14:26:27,,,
YANAMALA PAVAN KUMAR REDDY,"Gold @ ₹ 55,000/- Per 10 Grams
Gold @ $ 2,000/- Per 1 Troy Ounce
#gold
#goldprice
#goldfire
🤔🤔🤔",2020-08-05 13:10:41,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ …pic.twitter.com/WWHYYms6z2",2020-08-05 7:49:15,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/hibTeFuCDJ",2020-08-05 7:48:23,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command: CALFIRELMU and 
ModocNF pic.twitter.com/7UGMLr6gb6 #QuakeFactor",2020-08-05 7:46:20,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/pOmMK4zJnN",2020-08-05 7:37:13,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/KZmezsuMnI",2020-08-05 2:33:04,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ …pic.twitter.com/l7EwU9fi28",2020-08-08 14:49:19,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/EpBmioWvWI",2020-08-08 14:48:25,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
CALFIRELMU and ModocNF

 https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/hi0bRCxIMN #QuakeFactor",2020-08-08 14:46:23,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/VpoUZ9ZMdK",2020-08-08 14:37:28,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: 
@CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/UEm8q1wmeA",2020-08-08 14:33:45,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: CALFIRELMU and ModocNF

 https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/hfssX8Rc7r #QuakeFactor",2020-08-08 7:46:11,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/Aux0iiaL4p",2020-08-08 3:37:11,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/ic4nc4g53L",2020-08-08 2:49:11,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/SVOslkHtrp",2020-08-08 2:48:25,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 98% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/zvjrzMqvhm",2020-08-08 2:47:21,,,
Forex Investor,"#xauusd sell 2065
TGT1 2056
TGT2 2050

Free signals at http://t.me/forexinvestor 
#gold #goldprice #GoldCoast #goldfire #fx #FXPO #FXonHulu #fxsuit #fxmq #fxsignals #fxch #Fx_Signals #fxtrading #investing #Investment #invest #investors #investingnews #trading #TradingView #ForexEApic.twitter.com/lFf2N1kJqf",2020-08-06 12:30:06,,,
ForexSignalExpert20,"Join telegram at http://t.me/fxsignalexperty 
#xauusd #goldprice #goldfire #Currency #CurrencyTrading #forexaustralia #forexgermany #forexiran #forexdubai #forextrading #ForexMarket #forexsignal #Forexfunded #forexstrategy #Signals #forexusa #forexchina #forex #TradingView #fx #USDTpic.twitter.com/eGi8ZVgR1d",2020-08-06 11:58:32,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: CALFIRELMU and ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/C5DsV0lJ5e #QuakeFactor",2020-08-06 7:46:22,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: CALFIRELMU and ModocNF  https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/4YCBwZQlZz #QuakeFactor",2020-08-06 7:46:18,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County is 22,634 acres and 96% contained. Unified Command: CALFIRELMU and ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/XqUeLezvdB #QuakeFactor",2020-08-06 7:46:16,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/XgaFjGLniK",2020-08-06 3:37:28,,,
CRYPTOVEL PRANJAL SHARMA (cryptopreneur),"$GOLD #gold #goldprice #goldfire #GoldenLove 

If GOLD move continue then expected target around ₹60k & ₹80Kpic.twitter.com/SBZvuz6M1C",2020-08-06 3:04:14,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/y4XiJry64k",2020-08-06 2:49:12,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/odq5tk399v",2020-08-06 2:48:26,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 96% contained. Unified Command: @CALFIRELMU and @ModocNF https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/REF0jbTWix",2020-08-06 2:48:18,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command: @CALFIRELMU and 
@ModocNFpic.twitter.com/GGlvP0fyJk",2020-08-04 15:37:13,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command: @CALFIRELMU and 
@ModocNF pic.twitter.com/OZpYW0hJbo",2020-08-04 14:49:30,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command: @CALFIRELMU and 
@ModocNF pic.twitter.com/citgtKCgNF",2020-08-04 14:48:15,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command: @CALFIRELMU and 
@ModocNF pic.twitter.com/9WrNP2umwP",2020-08-04 14:42:43,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNFpic.twitter.com/ivZCOCXVRS",2020-08-04 7:49:32,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/6G5DusaooF",2020-08-04 7:48:22,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command:  CALFIRELMU and ModocNF pic.twitter.com/Mb5l2qkQX0 #QuakeFactor",2020-08-04 7:46:13,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/g9MTyuld5d",2020-08-04 7:37:17,,,
CAL FIRE,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 95% contained. Unified Command:  @CALFIRELMU and @ModocNF pic.twitter.com/SWrvYbrmhW",2020-08-04 2:58:41,,,
Goldfire Nigeria Limited,"By making certain each signage produced from our factory is built to last and in producing quality, we ensure that clients’ expectations are managed beautifully by our dedicated staff who are afforded the best of training.

#signage #engineer #goldfire #signagedesignpic.twitter.com/SE87gyZXv0",2020-08-07 12:02:30,,,
Pranay Bhansali,"Factors leading to increase in gold prices. Gold prices at lifetime high and inching up everyday.
https://youtu.be/qx3PNznPPO4 
#goldfire #goldprice #gold",2020-08-07 8:31:19,,,
QuakeFactor,"#GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 97% contained. Unified Command: CALFIRELMU and ModocNF
 
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/QObLP3eCK2 #QuakeFactor",2020-08-07 7:46:22,,,
MarinBuzz,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 97% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/pwHUj3W8FC",2020-08-07 2:49:21,,,
CAL FIRE PIO,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 97% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/twWZLH3Uha",2020-08-07 2:48:29,,,
Jonathan Cox,"#RT @CAL_FIRE: #GoldFire off of Highway 139 and County Road A-2, South of Adin in Lassen County remains 22,634 acres and 97% contained. Unified Command: @CALFIRELMU and @ModocNF
https://fire.ca.gov/incidents/2020/7/20/gold-fire/ … pic.twitter.com/CGwmjvrYaW",2020-08-07 2:37:24,,,
